mdi_i,year,month,day,hour,minute,second,intf_n,intfc_n,unsflux_n,sflux_n,posflux_n,negflux_n,vnpc_pxn,visarea_n,max_pxflux_n,max_pxf_n,max_pxfc_n,n_swt,intf_s,intfc_s,unsflux_s,sflux_s,posflux_s,negflux_s,vnpc_pxs,visarea_s,max_pxflux_s,max_pxf_s,max_pxfc_s,s_swt
2536,1976,12,10,15,48,49,0.624657,1.86596,1.28E+22,8.03E+20,6.78E+21,-5.98E+21,27694,4.65E+20,4.03E+18,59.1877,205.529,0,-1.14227,-3.44031,1.38E+22,-1.69E+21,6.03E+21,-7.72E+21,31264,5.16E+20,4.75E+18,47.256,198.626,0
2537,1976,12,11,17,55,45,1.30598,3.87709,1.06E+22,1.39E+21,5.97E+21,-4.59E+21,23282,3.68E+20,4.28E+18,49.8019,178.084,0,-2.71206,-7.75454,1.18E+22,-3.19E+21,4.31E+21,-7.50E+21,27992,4.32E+20,3.56E+18,52.8704,192.051,0
2538,1976,12,12,18,31,24,1.63203,4.91913,1.16E+22,1.87E+21,6.74E+21,-4.88E+21,24425,3.93E+20,4.07E+18,57.0993,209.311,0,-2.77023,-8.35801,1.31E+22,-3.95E+21,4.55E+21,-8.50E+21,30305,4.74E+20,3.65E+18,49.8626,189.102,0
2539,1976,12,13,16,54,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2540,1976,12,14,15,39,8,1.39095,3.98957,6.41E+21,9.65E+20,3.69E+21,-2.72E+21,16351,2.48E+20,4.44E+18,74.8959,254.389,0,-4.56851,-13.0177,1.71E+22,-4.55E+21,6.27E+21,-1.08E+22,23656,3.47E+20,1.06E+19,177.903,519.319,0
2541,1976,12,15,16,49,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2543,1976,12,17,16,7,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1.17334,2.67784,8.08E+19,1.38E+19,4.73E+19,-3.35E+19,462,5.16E+18,7.40E+17,29.2437,66.4681,0
2546,1976,12,20,15,48,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2548,1976,12,22,17,42,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-4.26161,-9.82714,6.78E+20,-3.19E+20,1.79E+20,-4.98E+20,2830,3.23E+19,1.54E+18,32.8172,72.6017,0
2550,1976,12,24,17,2,49,2.4527,6.55521,3.75E+20,1.08E+20,2.41E+20,-1.33E+20,1229,1.64E+19,1.60E+18,43.9785,118.605,0,-1.9603,-4.70522,3.31E+21,-8.01E+20,1.25E+21,-2.06E+21,14142,1.76E+20,1.68E+18,46.1626,124.35,0
2556,1976,12,30,15,52,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2559,1977,1,2,21,26,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2563,1977,1,6,18,42,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2564,1977,1,7,18,43,38,0.498773,1.36544,2.46E+21,1.04E+20,1.28E+21,-1.18E+21,5572,8.59E+19,3.23E+18,48.8324,152.046,0,-2.89511,-7.57952,1.17E+22,-3.59E+21,4.05E+21,-7.64E+21,35406,4.75E+20,2.75E+18,65.3394,185.475,0
2567,1977,1,10,16,31,37,-1.18732,-1.26367,6.00E+21,-3.10E+20,2.84E+21,-3.16E+21,12436,2.11E+20,4.25E+18,120.894,229.934,0,-2.58254,-6.70838,1.84E+22,-4.68E+21,6.86E+21,-1.15E+22,48554,6.95E+20,4.37E+18,92.4041,171.344,0
2568,1977,1,11,18,3,4,2.6505,7.98149,1.08E+21,3.54E+20,7.16E+20,-3.62E+20,2875,4.43E+19,1.95E+18,42.9618,127.344,0,-1.8993,-4.63294,1.03E+22,-1.98E+21,4.17E+21,-6.15E+21,34157,4.53E+20,3.25E+18,47.7375,138.187,0
2569,1977,1,12,17,4,17,2.76952,8.33662,9.66E+20,3.12E+20,6.39E+20,-3.27E+20,2453,3.73E+19,1.85E+18,38.3241,117.181,0,-3.458,-8.73734,1.06E+22,-3.91E+21,3.33E+21,-7.24E+21,34551,4.51E+20,3.19E+18,69.8194,149.34,0
2570,1977,1,13,17,9,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2571,1977,1,14,15,51,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2572,1977,1,15,17,27,55,2.22749,6.54488,4.10E+20,9.64E+19,2.53E+20,-1.57E+20,974,1.49E+19,2.16E+18,46.5813,139.874,0,-3.46625,-8.71191,9.76E+21,-3.80E+21,2.98E+21,-6.78E+21,33393,4.35E+20,2.22E+18,54.677,126.18,0
2573,1977,1,16,15,50,6,0.433869,1.25377,5.09E+21,1.68E+20,2.63E+21,-2.46E+21,9473,1.65E+20,3.29E+18,52.627,170.274,0,-2.63043,-6.89448,1.82E+22,-4.67E+21,6.77E+21,-1.14E+22,49592,7.11E+20,3.38E+18,42.9772,152.643,0
2576,1977,1,19,16,30,47,0.329662,0.894872,6.12E+21,1.30E+20,3.13E+21,-3.00E+21,11676,2.13E+20,4.31E+18,39.6191,167.645,0,-2.45242,-6.64468,2.11E+22,-5.23E+21,7.94E+21,-1.32E+22,55625,8.17E+20,4.70E+18,57.3725,195.275,0
2581,1977,1,24,19,22,58,1.69339,7.53085,2.65E+22,5.22E+21,1.59E+22,-1.07E+22,27137,8.99E+20,2.46E+19,84.9355,332.76,0,-2.37695,-8.30093,4.02E+22,-1.42E+22,1.30E+22,-2.72E+22,77658,1.68E+21,1.98E+19,44.8305,267.224,0
2584,1977,1,27,19,9,37,3.30982,86.7485,2.81E+23,8.78E+22,1.84E+23,-9.66E+22,28508,9.99E+20,1.43E+21,90.2756,17027.1,0,-5.40047,-15.8814,1.92E+23,-2.00E+22,8.61E+22,-1.06E+23,75154,1.50E+21,1.53E+21,826.444,19362.7,0
2585,1977,1,28,20,10,59,1.30666,39.457,2.31E+23,2.87E+22,1.30E+23,-1.01E+23,27378,9.92E+20,1.00E+21,60.8034,12228.3,0,-3.28101,-31.6592,2.79E+23,-6.41E+22,1.07E+23,-1.72E+23,77456,1.82E+21,9.85E+20,60.2981,9662.97,0
2588,1977,1,31,18,8,12,-0.650257,-44.7274,1.39E+23,-1.36E+22,6.26E+22,-7.62E+22,32523,9.78E+20,7.70E+20,54.649,7170.88,0,-3.59875,-51.1963,1.58E+23,-7.08E+22,4.38E+22,-1.15E+23,86701,1.83E+21,7.26E+20,30.1549,6359.92,0
2590,1977,2,2,16,57,22,0.208221,18.7658,1.36E+23,1.79E+22,7.69E+22,-5.90E+22,26322,9.68E+20,6.03E+20,47.4557,5198.5,0,-3.24347,-20.7272,1.67E+23,-5.45E+22,5.62E+22,-1.11E+23,78987,1.84E+21,1.08E+21,36.7862,5938.78,0
2591,1977,2,3,18,29,8,1.47052,124.385,1.44E+23,3.85E+22,9.13E+22,-5.28E+22,37799,9.64E+20,5.80E+20,89.7528,8447.89,0,-8.0883,-189.042,3.45E+23,-2.15E+23,6.52E+22,-2.80E+23,94186,1.85E+21,1.18E+21,80.5711,13837.1,0
2592,1977,2,4,17,11,9,0.201647,-8.08435,1.22E+23,-1.28E+22,5.47E+22,-6.75E+22,28655,9.59E+20,3.81E+20,52.064,7723.17,0,-3.35544,-28.8655,1.56E+23,-5.65E+22,4.96E+22,-1.06E+23,84895,1.85E+21,5.48E+20,30.4674,5580.4,0
2593,1977,2,5,17,6,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-2.61872,-7.23007,4.44E+22,-1.04E+22,1.70E+22,-2.74E+22,86408,1.85E+21,4.34E+19,93.096,397.863,0
2594,1977,2,6,20,46,5,0.404111,-13.2274,1.38E+23,1.57E+21,6.98E+22,-6.82E+22,27295,9.50E+20,1.03E+21,60.7655,10938.2,0,-3.19734,-32.8451,1.57E+23,-6.82E+22,4.45E+22,-1.13E+23,85285,1.86E+21,7.72E+20,29.0207,5033.11,0
2595,1977,2,7,16,34,44,0.627918,20.848,1.45E+23,6.33E+21,7.56E+22,-6.93E+22,28032,9.47E+20,7.45E+20,47.7931,7509.36,0,-3.03863,-20.2633,1.62E+23,-2.89E+22,6.64E+22,-9.53E+22,85925,1.86E+21,6.45E+20,36.0646,7651.9,0
2596,1977,2,8,18,3,57,0.737411,2.53277,1.25E+23,-1.86E+21,6.17E+22,-6.35E+22,24264,9.43E+20,5.31E+20,54.7077,5390.3,0,-2.98641,-20.7108,1.53E+23,-5.49E+22,4.90E+22,-1.04E+23,79693,1.87E+21,6.55E+20,56.4365,5210.81,0
2597,1977,2,9,17,2,42,1.37023,32.7227,1.42E+23,4.32E+22,9.26E+22,-4.94E+22,22975,9.39E+20,6.40E+20,46.7337,7060.99,0,-2.79529,-18.0319,1.76E+23,-5.89E+22,5.85E+22,-1.17E+23,77795,1.87E+21,8.93E+20,36.1278,4502.96,0
2598,1977,2,10,18,4,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2599,1977,2,11,16,44,46,0.761373,17.4711,1.46E+23,1.15E+22,7.88E+22,-6.73E+22,24221,9.32E+20,6.39E+20,46.9276,7818.46,0,-2.76513,-18.3741,1.56E+23,-3.78E+22,5.91E+22,-9.69E+22,81717,1.88E+21,5.18E+20,44.06,6184.61,0
2601,1977,2,13,18,11,40,0.73058,11.836,1.42E+23,1.04E+22,7.64E+22,-6.60E+22,26593,9.25E+20,5.91E+20,47.1439,7070.48,0,-2.79454,-7.445,1.73E+23,-2.45E+22,7.44E+22,-9.89E+22,87613,1.88E+21,5.15E+20,39.6021,6891.4,0
2602,1977,2,14,17,40,18,0.805483,7.1287,1.71E+23,1.36E+22,9.21E+22,-7.85E+22,26746,9.22E+20,7.11E+20,57.3572,9179.16,0,-3.06059,-17.0242,1.61E+23,-5.35E+22,5.37E+22,-1.07E+23,88544,1.89E+21,7.53E+20,40.1584,6981.6,0
2603,1977,2,15,16,39,8,1.50788,18.052,1.50E+23,2.11E+22,8.55E+22,-6.45E+22,22558,9.20E+20,8.30E+20,56.0147,8136.26,0,-2.73802,-18.4856,1.70E+23,-7.59E+22,4.72E+22,-1.23E+23,81485,1.89E+21,7.21E+20,51.289,5241.52,0
2604,1977,2,16,16,31,6,1.63627,84.9282,2.00E+23,4.52E+22,1.23E+23,-7.75E+22,26896,9.17E+20,7.85E+20,56.9415,12102.3,0,-2.1869,-30.206,2.08E+23,-3.45E+22,8.69E+22,-1.21E+23,88130,1.89E+21,8.74E+20,48.2547,10256.2,0
2605,1977,2,17,15,53,26,-0.360771,-39.9944,3.24E+23,-5.76E+22,1.33E+23,-1.91E+23,25691,9.14E+20,1.50E+21,117.907,15270.7,0,-2.08003,-7.42994,2.60E+23,-2.27E+22,1.19E+23,-1.41E+23,88666,1.89E+21,9.38E+20,63.8582,10715.5,0
2606,1977,2,18,15,28,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-3.28178,-47.5802,2.32E+23,-6.78E+22,8.23E+22,-1.50E+23,98580,1.90E+21,9.08E+20,91.5057,15368.3,0
2607,1977,2,19,18,22,16,0.288558,-27.712,2.21E+23,-2.06E+22,1.00E+23,-1.21E+23,24118,9.10E+20,9.04E+20,48.9029,10290.6,0,-2.72686,-24.8721,2.17E+23,-7.03E+22,7.35E+22,-1.44E+23,86871,1.90E+21,7.04E+20,54.3994,6610.95,0
2608,1977,2,20,16,7,51,-0.172221,-47.6689,2.32E+23,-3.97E+22,9.61E+22,-1.36E+23,24833,9.08E+20,8.04E+20,49.1433,9643.67,0,-2.64069,-17.4746,2.08E+23,-5.42E+22,7.70E+22,-1.31E+23,88494,1.90E+21,7.89E+20,48.2783,7972.7,0
2609,1977,2,21,16,12,47,-11.5784,-69.2347,1.88E+23,-1.01E+23,4.34E+22,-1.45E+23,24563,9.05E+20,7.73E+20,139.772,3496.02,0,-2.56356,-9.20248,1.01E+23,-2.51E+22,3.79E+22,-6.29E+22,88759,1.90E+21,1.94E+20,53.5478,962.302,0
2611,1977,2,23,15,28,52,0.862284,10.3863,2.29E+23,1.40E+22,1.21E+23,-1.07E+23,21771,8.98E+20,1.27E+21,52.6277,10973.4,0,-1.97104,-12.124,1.97E+23,-5.21E+22,7.25E+22,-1.25E+23,83312,1.90E+21,5.84E+20,54.1213,5636.27,0
2614,1977,2,26,17,15,13,0.980155,4.00901,3.80E+21,6.41E+20,2.22E+21,-1.58E+21,7350,1.53E+20,3.56E+18,37.4652,150.061,0,-2.50102,-6.94131,1.84E+22,-7.30E+21,5.53E+21,-1.28E+22,68399,1.02E+21,4.68E+18,28.4156,113.745,0
2615,1977,2,27,21,25,4,1.25938,12.6406,1.39E+23,1.98E+22,7.92E+22,-5.94E+22,25908,8.97E+20,4.55E+20,46.5468,5682.97,0,-2.43213,-20.636,1.75E+23,-3.43E+22,7.04E+22,-1.05E+23,90399,1.91E+21,5.14E+20,38.5668,6379.66,0
2616,1977,2,28,15,31,47,1.49682,7.94321,2.80E+22,5.71E+21,1.69E+22,-1.12E+22,20545,6.78E+20,2.54E+19,69.4992,442.918,0,-1.86311,-5.60831,4.06E+22,-8.59E+21,1.60E+22,-2.46E+22,85805,1.69E+21,2.66E+19,70.1387,430.058,0
2618,1977,3,2,17,59,12,0.78583,4.06315,4.57E+22,2.38E+21,2.41E+22,-2.17E+22,21427,8.16E+20,1.27E+20,28.9042,807.055,0,-2.91119,-10.4909,7.03E+22,-2.62E+22,2.21E+22,-4.83E+22,86366,1.84E+21,1.20E+20,29.2153,654.846,0
2619,1977,3,3,17,34,22,0.449874,2.66705,2.98E+22,2.19E+21,1.60E+22,-1.38E+22,20069,6.91E+20,4.09E+19,34.1091,361.958,0,-1.91777,-6.62507,4.48E+22,-1.33E+22,1.57E+22,-2.90E+22,83906,1.71E+21,4.60E+19,27.3714,418.101,0
2620,1977,3,4,20,59,23,1.22303,6.63834,2.36E+22,5.09E+21,1.43E+22,-9.23E+21,22482,8.42E+20,2.71E+19,87.7884,404.245,0,-1.87818,-5.43239,4.17E+22,-7.60E+21,1.70E+22,-2.46E+22,89689,1.87E+21,1.91E+19,119.028,388.26,0
2621,1977,3,5,20,35,23,0.509055,15.1031,1.52E+23,2.17E+22,8.67E+22,-6.50E+22,22494,8.94E+20,7.81E+20,38.3021,8172.98,0,-2.50732,-9.88066,1.69E+23,-3.17E+22,6.87E+22,-1.00E+23,87374,1.92E+21,5.92E+20,33.1788,6513.02,0
2622,1977,3,6,17,42,40,0.783414,3.8112,3.10E+22,2.39E+21,1.67E+22,-1.43E+22,20131,6.90E+20,4.21E+19,38.4416,355.743,0,-2.58471,-8.10509,5.44E+22,-1.43E+22,2.00E+22,-3.43E+22,84301,1.71E+21,5.29E+19,36.0578,404.861,0
2623,1977,3,7,19,12,29,0.247502,-0.499349,3.49E+23,-3.85E+21,1.72E+23,-1.76E+23,22533,8.95E+20,1.73E+21,99.5123,19538.8,0,-4.20979,-23.5179,2.74E+23,-7.72E+22,9.84E+22,-1.76E+23,87033,1.92E+21,8.52E+20,70.7131,8487.21,0
2625,1977,3,9,15,26,17,1.16401,114.286,1.45E+23,2.63E+22,8.54E+22,-5.91E+22,40066,8.94E+20,7.15E+20,46.5672,9946.58,0,-2.51008,-60.6953,1.86E+23,-6.62E+22,5.98E+22,-1.26E+23,102995,1.91E+21,1.01E+21,45.1181,7027.24,0
2626,1977,3,10,15,9,36,2.24773,7.7799,9.16E+20,2.58E+20,5.87E+20,-3.29E+20,1861,3.34E+19,2.73E+18,41.9649,149.311,0,-1.65195,-3.82642,1.20E+22,-2.77E+21,4.60E+21,-7.37E+21,59990,8.09E+20,2.30E+18,39.1764,124.993,0
2628,1977,3,12,15,52,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-2.93722,-7.00022,9.82E+21,-4.02E+21,2.90E+21,-6.92E+21,45100,5.73E+20,3.40E+18,42.7483,98.9301,0
2630,1977,3,14,20,5,18,1.47382,9.44834,3.69E+22,8.67E+21,2.28E+22,-1.41E+22,20976,7.57E+20,7.08E+19,40.4067,469.89,0,-2.85555,-8.87187,6.07E+22,-1.63E+22,2.22E+22,-3.85E+22,84847,1.76E+21,7.10E+19,37.9193,424.073,0
2631,1977,3,15,15,37,25,1.31793,26.0474,1.45E+23,2.55E+22,8.51E+22,-5.96E+22,22246,9.02E+20,6.94E+20,54.2367,7526.99,0,-2.16913,-6.99882,1.86E+23,-2.34E+22,8.12E+22,-1.05E+23,82779,1.91E+21,8.91E+20,43.6883,7352.8,0
2634,1977,3,18,18,32,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-2.14474,-5.27327,2.35E+22,-5.80E+21,8.88E+21,-1.47E+22,79002,1.24E+21,7.53E+18,167.146,214.976,0
2635,1977,3,19,15,45,42,0.76278,4.09959,2.32E+22,2.76E+21,1.30E+22,-1.02E+22,19413,6.30E+20,2.53E+19,42.1821,353.468,0,-2.88038,-9.7886,4.48E+22,-1.85E+22,1.31E+22,-3.16E+22,80096,1.61E+21,2.23E+19,34.1774,255.042,0
2636,1977,3,20,16,51,45,1.09015,3.66557,1.90E+23,4.38E+21,9.74E+22,-9.30E+22,22760,9.07E+20,8.62E+20,41.5905,8910.96,0,-2.15674,-6.46782,1.60E+23,-1.04E+22,7.46E+22,-8.50E+22,85124,1.90E+21,7.25E+20,36.4447,7808.52,0
2637,1977,3,21,15,40,26,-0.853683,-2.83914,1.92E+20,-2.80E+19,8.21E+19,-1.10E+20,572,9.84E+18,1.46E+18,25.1411,84.2481,0,-2.20213,-5.53698,1.08E+22,-3.95E+21,3.42E+21,-7.38E+21,53685,7.11E+20,2.17E+18,29.6825,85.772,0
2638,1977,3,22,16,2,11,0.707962,3.98657,2.31E+22,2.78E+21,1.29E+22,-1.02E+22,19064,6.26E+20,3.11E+19,48.8286,278.74,0,-2.56549,-9.10134,4.63E+22,-1.77E+22,1.43E+22,-3.20E+22,77487,1.59E+21,2.58E+19,50.8655,254.149,0
2639,1977,3,23,17,31,10,1.35877,7.46983,2.43E+22,4.34E+21,1.43E+22,-9.99E+21,22037,8.09E+20,2.51E+19,79.1083,324.289,0,-2.0242,-6.17011,4.12E+22,-1.03E+22,1.55E+22,-2.57E+22,83867,1.78E+21,1.95E+19,34.6907,303.089,0
2640,1977,3,24,18,29,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-2.72143,-7.35983,2.13E+22,-9.28E+21,6.00E+21,-1.53E+22,77210,1.22E+21,7.07E+18,171.998,249.506,0
2644,1977,3,28,17,23,14,1.81712,8.57558,3.12E+22,4.44E+21,1.78E+22,-1.34E+22,19378,5.48E+20,1.71E+20,931.59,5439.56,0,-2.4334,-8.10784,3.80E+22,-1.34E+22,1.23E+22,-2.57E+22,78953,1.48E+21,4.35E+19,90.4455,787.867,0
2645,1977,3,29,18,42,1,1.30326,6.48236,1.58E+22,3.44E+21,9.65E+21,-6.20E+21,17893,4.95E+20,9.61E+18,31.4884,221.126,0,-1.21529,-3.77133,3.18E+22,-5.28E+21,1.33E+22,-1.85E+22,75029,1.40E+21,9.25E+18,36.1532,209.266,0
2646,1977,3,30,15,40,8,1.06394,5.1702,2.84E+22,3.15E+21,1.58E+22,-1.26E+22,21141,6.94E+20,3.35E+19,39.1916,387.643,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2650,1977,4,3,17,48,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2651,1977,4,4,15,44,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-2.72553,-7.69065,2.65E+22,-1.02E+22,8.19E+21,-1.83E+22,77646,1.34E+21,5.41E+18,71.5132,174.831,0
2652,1977,4,5,14,28,0,0.8696,3.89326,3.55E+22,2.56E+21,1.91E+22,-1.65E+22,22099,6.93E+20,4.86E+19,72.3655,662.615,0,-2.91437,-9.75468,6.00E+22,-1.68E+22,2.16E+22,-3.84E+22,76640,1.57E+21,3.81E+19,48.7056,463.385,0
2653,1977,4,6,14,29,36,0.177582,-3.55494,1.54E+23,-8.45E+21,7.28E+22,-8.13E+22,25185,9.67E+20,8.34E+20,59.4683,9520.88,0,-2.93424,-15.0552,1.66E+23,-4.80E+22,5.91E+22,-1.07E+23,79537,1.84E+21,6.66E+20,43.7369,9225.16,0
2654,1977,4,7,14,3,9,-0.482257,-41.1245,1.68E+23,-2.02E+22,7.37E+22,-9.39E+22,31117,9.71E+20,7.07E+20,93.5686,7973.08,0,-2.56064,-12.587,1.76E+23,-4.03E+22,6.80E+22,-1.08E+23,86751,1.84E+21,6.18E+20,89.8506,8121.35,0
2655,1977,4,8,14,39,6,1.64546,15.8685,1.58E+23,1.60E+22,8.72E+22,-7.12E+22,26208,9.76E+20,5.90E+20,65.243,8233.46,0,-3.07688,-17.442,1.88E+23,-4.20E+22,7.28E+22,-1.15E+23,78934,1.83E+21,6.52E+20,43.6852,7498.96,0
2656,1977,4,9,14,1,2,1.77927,16.6448,1.62E+23,2.60E+22,9.40E+22,-6.80E+22,25125,9.79E+20,8.70E+20,78.5094,8345.03,0,-2.92324,-12.7342,1.82E+23,-3.77E+22,7.20E+22,-1.10E+23,76723,1.83E+21,6.68E+20,41.1109,5852.22,0
2657,1977,4,10,15,47,23,1.93095,8.83311,1.33E+22,3.97E+21,8.62E+21,-4.66E+21,17428,4.16E+20,1.45E+19,59.8771,399.735,0,-2.71602,-7.71509,2.74E+22,-8.62E+21,9.38E+21,-1.80E+22,69050,1.20E+21,8.31E+18,32.3995,172.385,0
2658,1977,4,11,14,58,34,1.77636,9.286,2.41E+22,6.29E+21,1.52E+22,-8.91E+21,24483,7.89E+20,1.42E+19,83.4907,301.52,0,-2.63843,-7.3566,3.34E+22,-9.33E+21,1.20E+22,-2.14E+22,76461,1.62E+21,1.19E+19,37.9313,217.018,0
2659,1977,4,12,14,34,27,1.59559,7.46958,2.93E+22,4.97E+21,1.71E+22,-1.22E+22,23023,6.96E+20,2.13E+19,99.6549,366.619,0,-2.9845,-9.96194,4.80E+22,-1.64E+22,1.58E+22,-3.22E+22,72903,1.50E+21,3.09E+19,53.0165,339.578,0
2660,1977,4,13,17,10,39,2.00378,8.19147,9.99E+21,3.12E+21,6.55E+21,-3.44E+21,16571,3.83E+20,5.28E+18,44.0423,178.71,0,-2.73751,-8.20091,2.27E+22,-9.46E+21,6.63E+21,-1.61E+22,65479,1.13E+21,5.68E+18,44.773,187.403,0
2662,1977,4,15,14,27,50,1.12144,3.68023,3.93E+22,7.90E+20,2.00E+22,-1.92E+22,25307,8.20E+20,4.90E+19,87.1183,446.714,0,-2.82129,-8.71085,5.30E+22,-1.31E+22,2.00E+22,-3.30E+22,74073,1.60E+21,4.00E+19,34.0159,325.493,0
2663,1977,4,16,14,59,0,0.854185,4.81907,2.88E+22,3.20E+21,1.60E+22,-1.28E+22,25795,8.41E+20,2.63E+19,54.7835,452.338,0,-3.99013,-12.9907,4.25E+22,-2.05E+22,1.10E+22,-3.15E+22,74127,1.62E+21,2.71E+19,43.7308,458.688,0
2664,1977,4,17,14,1,0,2.24007,11.5996,3.18E+22,9.57E+21,2.07E+22,-1.11E+22,23973,7.08E+20,2.98E+19,89.3012,457.833,0,-2.68632,-8.92267,5.04E+22,-1.37E+22,1.83E+22,-3.20E+22,70343,1.46E+21,3.02E+19,43.594,349.198,0
2665,1977,4,18,15,33,41,1.26106,5.32664,2.11E+22,2.91E+21,1.20E+22,-9.07E+21,23298,6.23E+20,2.04E+19,56.8744,385.643,0,-3.39042,-10.5308,4.15E+22,-1.38E+22,1.39E+22,-2.77E+22,69858,1.35E+21,1.38E+19,44.0704,286.072,0
2667,1977,4,20,23,20,8,0.550756,2.87496,4.37E+21,4.28E+20,2.40E+21,-1.97E+21,9186,1.67E+20,4.05E+18,61.5529,203.102,0,-2.53032,-5.95618,1.75E+22,-4.13E+21,6.68E+21,-1.08E+22,53583,7.79E+20,4.71E+18,82.467,157.923,0
2668,1977,4,21,15,4,21,2.75452,13.6485,2.81E+22,1.05E+22,1.93E+22,-8.84E+21,24776,6.99E+20,2.54E+19,48.5413,305.531,0,-2.91,-9.00793,3.99E+22,-1.20E+22,1.40E+22,-2.59E+22,68486,1.40E+21,1.78E+19,51.3051,404.361,0
2673,1977,4,26,15,51,19,1.4014,6.10865,3.13E+22,3.63E+21,1.75E+22,-1.39E+22,28253,8.67E+20,2.15E+19,81.5175,301.634,0,-2.9003,-9.85074,3.95E+22,-1.55E+22,1.20E+22,-2.75E+22,68369,1.51E+21,2.18E+19,31.3218,315.058,0
2674,1977,4,27,19,50,1,2.01594,8.14233,1.83E+22,4.35E+21,1.13E+22,-6.96E+21,23601,5.73E+20,1.21E+19,39.0657,248.277,0,-6.5832,-23.5623,6.59E+22,-3.21E+22,1.69E+22,-4.90E+22,62085,1.17E+21,2.61E+19,98.8288,562.1,0
2675,1977,4,28,13,42,46,2.93838,13.8214,3.12E+22,1.13E+22,2.13E+22,-9.96E+21,27286,7.71E+20,2.44E+19,72.3744,295.193,0,-1.32732,-4.72683,4.09E+22,-7.14E+21,1.69E+22,-2.40E+22,65243,1.38E+21,2.21E+19,37.4074,244.904,0
2676,1977,4,29,14,40,19,1.48425,5.73514,3.21E+22,3.16E+21,1.76E+22,-1.45E+22,27653,7.81E+20,3.80E+19,107.499,366.62,0,-1.8021,-5.9729,4.29E+22,-7.77E+21,1.76E+22,-2.53E+22,64666,1.38E+21,2.10E+19,50.55,331.644,0
2677,1977,4,30,14,6,15,-2.61267,-11.0236,5.58E+22,-9.19E+21,2.33E+22,-3.25E+22,27982,7.90E+20,2.93E+19,99.9952,575.354,0,-3.72295,-12.1544,5.54E+22,-1.72E+22,1.91E+22,-3.63E+22,66605,1.44E+21,2.33E+19,69.7247,415.166,0
2678,1977,5,1,16,1,53,1.47275,5.92831,1.54E+22,3.15E+21,9.26E+21,-6.11E+21,23417,5.41E+20,7.04E+18,50.2134,206.794,0,-2.17068,-7.07774,2.63E+22,-7.99E+21,9.14E+21,-1.71E+22,58562,1.09E+21,8.32E+18,37.8787,228.031,0
2682,1977,5,5,20,31,11,0.801773,3.00571,7.59E+21,1.02E+21,4.31E+21,-3.29E+21,16527,3.19E+20,3.58E+18,39.8042,144.216,0,-1.58298,-4.68565,1.56E+22,-3.64E+21,5.98E+21,-9.62E+21,46779,7.67E+20,3.80E+18,36.7338,128.006,0
